0	0.565733909607
1000	0.600130081177
2000	0.740993976593
3000	1.00601601601
4000	1.17013311386
5000	1.2681760788
6000	1.27860498428
7000	1.46915793419
8000	1.6854929924
9000	1.8944671154
10000	2.1400809288
11000	1.96342396736
12000	2.39202404022
13000	1.97096085548
14000	2.74449300766
15000	2.11900997162
16000	2.03205108643
17000	2.27714300156
18000	2.10327792168
19000	2.35701107979
20000	2.17997813225
21000	2.72131085396
22000	3.12697696686
23000	3.22363495827
24000	3.11826777458
25000	3.47870111465
26000	3.40413498878
27000	3.386977911
28000	4.072067976
29000	3.05407309532
30000	3.1399409771
31000	3.44229102135
32000	3.3457801342
33000	3.45683884621
34000	3.41931700706
35000	3.58117008209
36000	4.24722790718
37000	3.74635314941
38000	3.89706897736
39000	4.11767315865
40000	4.32814097404
41000	4.4996650219
42000	4.28974604607
43000	4.5450091362
44000	4.68986010551
45000	4.4908349514
46000	4.19636201859
47000	5.31733608246
48000	3.55156087875
49000	3.67173790932
50000	4.46890616417
51000	5.62029886246
52000	5.43398809433
53000	7.23689413071
54000	6.2138941288
55000	5.92406082153
56000	5.95615005493
57000	7.93742609024
58000	5.3610830307
59000	7.76924300194
60000	5.66407203674
61000	6.09075713158
62000	4.73788022995
63000	8.11944794655
64000	11.1332690716
65000	9.0524930954
66000	6.42731690407
67000	7.04558897018
68000	7.95300507545
69000	7.33541679382
70000	5.24453115463
71000	5.11892294884
72000	5.95980596542
73000	6.044713974
74000	5.23980379105
75000	5.17685103416
76000	5.54563498497
77000	8.83292078972
78000	8.13378691673
79000	11.3049511909
80000	10.5096490383
81000	10.4711101055
82000	8.87489199638
83000	9.50132894516
84000	9.01282811165
85000	11.4429681301
86000	9.46303796768
87000	9.78991699219
88000	9.47966885567
89000	9.86583805084
90000	12.8305249214
91000	11.0162510872
92000	10.7498879433
93000	9.43378686905
94000	11.9467971325
95000	12.6110420227
96000	11.2859950066
97000	10.9673140049
98000	11.0752232075
99000	15.2480208874
100000	11.7326278687
